plant_id,company,country,status,claim_id,kind,product,value_t_per_year,value_native,as_of,basis,scope,chem,scale,bundle,duplicate_of,supersedes,superseded_by,target_date,counted_operating,counted_pipeline,counted_upper_only,public_confidence,caveats,note,source_tier,source_publisher,source_type,source_date,source_url,source_count,source_ids,source_urls,source_roles
p059,Epsilon Advanced Materials (India),India (Karnataka),Announced,p059.c2,capacity,CAM,100000,,,target,site,LFP,commercial,,,,,2030,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; company target — counts toward no total,"→ 100,000 tpa by 2030",trade,pv magazine India,trade press,2025-02-12,https://www.pv-magazine-india.com/2025/02/12/epsilon-group-commits-inr-15350-crore-for-ev-battery-materials-testing-facility-in-karnataka/,1,s098,https://www.pv-magazine-india.com/2025/02/12/epsilon-group-commits-inr-15350-crore-for-ev-battery-materials-testing-facility-in-karnataka/,
p060,Altmin,"India (Hyderabad; Divitipalli, Telangana)",Pilot / demo,p060.c1,output_rate,CAM,,~100 kg/day pilot,,reported,site,LFP,pilot,,,,,,,,,Low,rate in native units — never converted,"pilot ~100 kg/day producing (ARCI collaboration) — rate kept in native units, never converted",trade,EVreporter,trade press,,https://evreporter.com/altmin-and-arci-partner-to-begin-cathode-material-production-in-india/,1,s099,https://evreporter.com/altmin-and-arci-partner-to-begin-cathode-material-production-in-india/,
p060,Altmin,"India (Hyderabad; Divitipalli, Telangana)",Pilot / demo,p060.c2,capacity,CAM,20000,,,announced,site,LFP,pilot,,,,,,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed; stated as a floor,"giga-factory 20,000+ tpa announced — '+' floor",trade,EVreporter,trade press,,https://evreporter.com/altmin-and-arci-partner-to-begin-cathode-material-production-in-india/,1,s099,https://evreporter.com/altmin-and-arci-partner-to-begin-cathode-material-production-in-india/,
p061,Reliance New Energy,India (Jamnagar),Announced,p061.c1,qualitative,CAM,,,2022,announced,company,LFP,commercial,,,,,,,,,Medium,,bought Lithium Werks assets (2022): 219 LFP patents + China plant; own merchant CAM output not yet confirmed,company,lithiumwerks.com,company website,,https://lithiumwerks.com/reliance-new-energy-limited-acquires-assets-of-lithium-werks/,1,s040,https://lithiumwerks.com/reliance-new-energy-limited-acquires-assets-of-lithium-werks/,
p062,VSPC (Livium; ex-Lithium Australia),Australia (Brisbane),Pilot / demo,p062.c1,qualitative,CAM,,,,reported,site,LFP,pilot,,,,,,,,,High,,pilot producing (proprietary hybrid solid-state + solution),primary,ARENA (Australian Government),government project page,,https://arena.gov.au/projects/vspc-advanced-cathode-powder-manufacturing-demonstration-project/,1,s100,https://arena.gov.au/projects/vspc-advanced-cathode-powder-manufacturing-demonstration-project/,
p062,VSPC (Livium; ex-Lithium Australia),Australia (Brisbane),Pilot / demo,p062.c2,capacity,CAM,250,,,announced,site,LFP,pilot,,,,,,,Y,,Medium,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,250 tpa demo plant ($30M ARENA grant),primary,ARENA (Australian Government),government project page,,https://arena.gov.au/projects/vspc-advanced-cathode-powder-manufacturing-demonstration-project/,1,s100,https://arena.gov.au/projects/vspc-advanced-cathode-powder-manufacturing-demonstration-project/,
p063,Avenira,"Australia (Darwin, NT)",Announced,p063.c1,capacity,CAM,10000,,,announced,site,LFP,commercial,,,,,,,Y,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,"Phase 1 ~10,000 tpa (→ 30k → 100k later phases, not counted); licensed Aleees process; integrated w/ Wonarah phosphate; timelines extended",company,avenira.com,company website,,https://avenira.com/lfp-project/,1,s101,https://avenira.com/lfp-project/,
p064,FREYR / T1 Energy,"Finland (Vaasa, planned)",Exited / cancelled,p064.c1,capacity,CAM,30000,,,announced,site,LFP,commercial,,,,,,,,,Low,row-level seed source — figure-level re-sourcing pending; no vintage stated in seed,"Finland CAM 30,000 tpa (EUR 122M EU grant); licensed Aleees process",trade,Battery-News.de,trade press,2024-10-30,https://battery-news.de/en/2024/10/30/eu-supports-freyr-lfp-cathode-material-project/,1,s102,https://battery-news.de/en/2024/10/30/eu-supports-freyr-lfp-cathode-material-project/,
p065,Morocco LFP cluster (Chinese-invested),Morocco,Announced,p065.c1,capacity,CAM,50000,,,construction,site,LFP,commercial,,,,p065.c3,2026,,,,Low,"superseded by p065.c3 — shown for history, counts toward no total; row-level seed source — figure-level re-sourcing pending; no vintage stated in seed","LG Chem–Youshan/Huayou JV ~50,000 tpa by 2026 (the figure counts HERE; LG Chem row cross-references it)",trade,Green Car Congress,trade press,2024-01-20,https://www.greencarcongress.com/2024/01/20240106-morocco-1.html,1,s103,https://www.greencarcongress.com/2024/01/20240106-morocco-1.html,
p065,Morocco LFP cluster (Chinese-invested),Morocco,Announced,p065.c2,qualitative,CAM,,,,announced,site,LFP,commercial,,,,,,,,,Low,,BTR & others; >$700M pledged across the cluster — no per-plant figures in seed,trade,Green Car Congress,trade press,2024-01-20,https://www.greencarcongress.com/2024/01/20240106-morocco-1.html,1,s103,https://www.greencarcongress.com/2024/01/20240106-morocco-1.html,
p065,Morocco LFP cluster (Chinese-invested),Morocco,Announced,p065.c3,capacity,CAM,50000,,2023-09-25,announced,site,LFP,commercial,,,p065.c1,,2026,,Y,,Medium,,"LG Chem and Huayou/Youshan signed an MOU for a 50,000 t/y Morocco LFP plant. The stated 2026 mass-production target is unconfirmed; no verified construction or production milestone was found as of 2026-08-02.",company,LG Corp,company release,2023-09-25,https://www.lgcorp.com/media/release/26808,1,s065,https://www.lgcorp.com/media/release/26808,
p065,Morocco LFP cluster (Chinese-invested),Morocco,Announced,p065.c4,qualitative,CAM,,,2025-06-04,announced,site,LFP,commercial,,,,,,,,,Low,,"LesEco.ma still described the 50,000 t/y LG Chem-Huayou project as announced in June 2025; no construction milestone was stated.",trade,LesEco.ma,business press,2025-06-04,https://leseco.ma/business/stockage-denergie-pourquoi-le-maroc-doit-accroitre-ses-investissements.html,1,s_leseco_morocco25,https://leseco.ma/business/stockage-denergie-pourquoi-le-maroc-doit-accroitre-ses-investissements.html,
